time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-30T04:08:16.633Z,68.5214,-147.8456,79.6,1.2,ml,,,,0.77,ak,ak0199p0tpmn,2019-07-30T04:18:21.348Z,"104km WNW of Arctic Village, Alaska",earthquake,,2.8,,,automatic,ak,ak
2019-07-30T04:08:07.474Z,56.3042,-157.0546,34.9,2.4,ml,,,,0.65,ak,ak0199p0touy,2019-07-30T04:15:40.404Z,"103km WNW of Chirikof Island, Alaska",earthquake,,9.2,,,automatic,ak,ak
2019-07-30T04:06:48.610Z,35.952,-117.3455,2.92,2.56,ml,33,53,0.07911,0.17,ci,ci38669487,2019-07-30T05:28:36.862Z,"21km N of Trona, CA",earthquake,0.26,0.93,0.123,25,automatic,ci,ci
2019-07-30T04:03:55.220Z,35.8935013,-117.7356644,7.46,1.9,ml,19,77,0.08802,0.1,ci,ci38669479,2019-07-30T04:08:04.102Z,"16km ESE of Little Lake, CA",earthquake,0.29,0.88,0.386,16,automatic,ci,ci
2019-07-30T04:03:53.360Z,35.8416672,-117.6360016,0.73,1.3,ml,17,113,0.04059,0.36,ci,ci38669471,2019-07-30T04:05:57.571Z,"22km WNW of Searles Valley, CA",earthquake,0.62,0.99,1.049,7,automatic,ci,ci
2019-07-30T04:02:24.869Z,36.4746,-116.2085,6.5,0.1,ml,13,227.85,0.063,0.1633,nn,nn00698143,2019-07-31T02:06:33.239Z,"35km NW of Pahrump, Nevada",earthquake,,1.9,0.18,8,reviewed,nn,nn
2019-07-30T04:01:55.960Z,59.3626667,-153.4286667,-1.2,0.03,ml,4,158,0.008212,0.05,av,av62056131,2019-07-31T22:34:53.900Z,"94km ESE of Old Iliamna, Alaska",earthquake,0.14,0.94,0.391,4,reviewed,av,av
2019-07-30T04:00:08.470Z,35.8521667,-117.7108333,3.86,0.84,ml,13,65,0.06183,0.19,ci,ci38669463,2019-07-30T04:03:51.016Z,"20km ESE of Little Lake, CA",earthquake,0.32,0.91,0.228,11,automatic,ci,ci
2019-07-30T03:56:01.260Z,35.8798333,-117.7013333,6.87,1.26,ml,19,72,0.08789,0.13,ci,ci38669447,2019-07-30T03:59:44.985Z,"20km ESE of Little Lake, CA",earthquake,0.22,0.56,0.168,18,automatic,ci,ci
2019-07-30T03:54:19.670Z,35.5641667,-117.3355,1,1.85,ml,29,64,0.04573,0.2,ci,ci38669439,2019-07-30T03:58:09.973Z,"23km S of Trona, CA",earthquake,0.28,0.46,0.217,25,automatic,ci,ci
2019-07-30T03:51:06.700Z,35.9291649,-117.6781693,6.46,1.07,ml,13,83,0.0624,0.21,ci,ci38669431,2019-07-30T03:54:42.953Z,"21km E of Little Lake, CA",earthquake,0.49,1.67,0.44,3,automatic,ci,ci
2019-07-30T03:50:57.400Z,58.1913333,-155.2843333,2.6,-0.57,ml,5,236,0.02979,0.04,av,av70841614,2019-07-31T22:32:52.360Z,"97km SE of King Salmon, Alaska",earthquake,0.68,0.47,0.187,5,reviewed,av,av
2019-07-30T03:46:48.470Z,35.9081667,-117.696,2.37,1.28,ml,13,66,0.08132,0.22,ci,ci38669423,2019-07-30T03:50:21.517Z,"19km E of Little Lake, CA",earthquake,0.33,0.6,0.086,3,automatic,ci,ci
2019-07-30T03:46:11.140Z,36.084,-117.8695,2.57,2.14,ml,24,68,0.03555,0.16,ci,ci38669415,2019-07-30T03:57:05.310Z,"8km ENE of Coso Junction, CA",earthquake,0.29,0.7,0.224,25,automatic,ci,ci
2019-07-30T03:45:57.923Z,25.9135,128.3811,10,4.9,mb,,81,0.923,1.23,us,us60004x8z,2019-07-30T04:10:23.040Z,"69km SE of Haebaru, Japan",earthquake,6.2,1.9,0.048,138,reviewed,us,us
2019-07-30T03:41:57.660Z,35.939,-117.663,4.01,1.01,ml,11,87,0.04986,0.28,ci,ci38669407,2019-07-30T03:45:34.894Z,"22km E of Little Lake, CA",earthquake,0.74,1.45,0.133,10,automatic,ci,ci
2019-07-30T03:41:07.420Z,35.896,-117.7321667,9.32,1.31,ml,20,58,0.08751,0.2,ci,ci38669399,2019-07-30T03:44:49.889Z,"16km ESE of Little Lake, CA",earthquake,0.42,1.02,0.167,18,automatic,ci,ci
2019-07-30T03:39:27.520Z,35.743,-117.5723333,11.23,1.02,ml,11,130,0.07542,0.17,ci,ci38669391,2019-07-30T03:43:13.232Z,"15km W of Searles Valley, CA",earthquake,0.46,0.76,0.171,7,automatic,ci,ci
2019-07-30T03:36:00.280Z,36.0973333,-117.9038333,3.38,1.37,ml,14,144,0.04451,0.11,ci,ci38669383,2019-07-30T03:39:41.076Z,"7km NE of Coso Junction, CA",earthquake,0.36,0.52,0.16,17,automatic,ci,ci
2019-07-30T03:33:12.748Z,61.5728,-149.8222,49.6,1.5,ml,,,,0.55,ak,ak0199p0dmmi,2019-07-30T03:38:02.005Z,"6km S of Houston, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-07-30T03:32:05.438Z,36.6451,-116.1243,2,0.2,ml,14,130.73,0.048,0.1351,nn,nn00698123,2019-07-31T02:06:30.636Z,"50km NNW of Pahrump, Nevada",earthquake,,1,0.58,9,reviewed,nn,nn
2019-07-30T03:30:43.840Z,35.6425,-117.4646667,6,1.17,ml,15,126,0.05591,0.22,ci,ci38669359,2019-07-30T03:34:23.474Z,"15km SSW of Searles Valley, CA",earthquake,0.56,1.84,0.144,14,automatic,ci,ci
2019-07-30T03:30:10.940Z,17.9215,-67.04,10,1.31,md,3,326,0.0481,0.05,pr,pr201921100,2019-07-30T07:55:58.160Z,"5km S of La Parguera, Puerto Rico",earthquake,1.01,0.51,0.2,2,reviewed,pr,pr
2019-07-30T03:29:26.970Z,33.2465,-116.2333333,8.85,1.09,ml,39,74,0.05639,0.22,ci,ci38669351,2019-07-30T03:33:07.225Z,"13km E of Borrego Springs, CA",earthquake,0.29,0.8,0.118,28,automatic,ci,ci
2019-07-30T03:27:10.070Z,19.4111667,-154.8443333,7.04,2.39,ml,53,238,0.0828,0.19,hv,hv71066107,2019-07-30T19:58:18.310Z,"9km SE of Leilani Estates, Hawaii",earthquake,0.59,0.42,0.172,15,reviewed,hv,hv
2019-07-30T03:26:12.609Z,35.1355,-95.348,5,1.97,ml,29,130,0.8539324293,0.25,ok,ok2019otyl,2019-07-30T13:51:15.599Z,"2km NE of Quinton, Oklahoma",earthquake,,1.9,0.2,6,reviewed,ok,ok
2019-07-30T03:25:12.990Z,36.0948333,-117.9073333,1.82,2.25,ml,24,67,0.04818,0.2,ci,ci38669343,2019-07-30T03:35:52.270Z,"7km NNE of Coso Junction, CA",earthquake,0.31,0.47,0.136,26,automatic,ci,ci
2019-07-30T03:24:55.280Z,35.9378333,-120.4901667,9.41,1.83,md,52,68,0.0174,0.07,nc,nc73238196,2019-08-02T04:30:03.684Z,"7km NW of Parkfield, CA",earthquake,0.16,0.17,0.234,30,reviewed,nc,nc
2019-07-30T03:24:30.360Z,35.5668333,-117.3638333,2.88,1.04,ml,15,96,0.0418,0.21,ci,ci38669327,2019-07-30T03:28:16.892Z,"22km S of Trona, CA",earthquake,0.42,0.45,0.133,9,automatic,ci,ci
2019-07-30T03:23:21.770Z,35.859,-117.6763333,7.41,1.15,ml,18,86,0.07724,0.13,ci,ci38669319,2019-07-30T03:27:04.786Z,"22km ESE of Little Lake, CA",earthquake,0.26,0.62,0.198,14,automatic,ci,ci
2019-07-30T03:20:21.280Z,35.9046667,-117.7023333,1.74,1.17,ml,16,64,0.08736,0.16,ci,ci38669303,2019-07-30T03:23:58.668Z,"19km E of Little Lake, CA",earthquake,0.27,0.44,0.12,17,automatic,ci,ci
2019-07-30T03:18:28.980Z,36.28533333,-97.5135,7,1.69,ml,70,37,0,0.21,ok,ok2019otye,2019-07-30T13:56:43.378Z,"20km W of Perry, Oklahoma",earthquake,,0.5,0.19,13,reviewed,ok,ok
2019-07-30T03:13:23.760Z,35.5593333,-117.5271667,3.01,1.17,ml,18,75,0.04905,0.21,ci,ci38669287,2019-07-30T03:17:09.114Z,"15km ESE of Ridgecrest, CA",earthquake,0.34,0.41,0.126,14,automatic,ci,ci
2019-07-30T03:10:46.880Z,35.927,-117.6931667,4.13,3.13,ml,54,25,0.0405,0.15,ci,ci38669279,2019-07-30T14:51:09.570Z,"19km E of Little Lake, CA",earthquake,0.11,0.27,0.155,94,reviewed,ci,ci
2019-07-30T03:09:50.820Z,34.0383333,-117.507,2.42,1.01,ml,29,83,0.04381,0.21,ci,ci38669263,2019-07-30T03:13:37.307Z,"4km NW of Glen Avon, CA",earthquake,0.34,0.43,0.178,29,automatic,ci,ci
2019-07-30T03:08:30.890Z,36.0966667,-117.9001667,4.22,1.55,ml,15,143,0.04221,0.11,ci,ci38669255,2019-07-30T03:12:13.591Z,"7km NE of Coso Junction, CA",earthquake,0.32,0.39,0.133,20,automatic,ci,ci
2019-07-30T03:03:55.700Z,35.12983333,-95.35016667,5,2.05,ml,35,131,0.8584315464,0.26,ok,ok2019otxs,2019-07-30T13:46:49.133Z,"2km ENE of Quinton, Oklahoma",earthquake,,1.9,0.15,7,reviewed,ok,ok
2019-07-30T03:03:08.730Z,35.9585,-117.6768333,1.72,1.96,ml,24,54,0.06507,0.17,ci,ci38669239,2019-07-30T03:13:35.320Z,"21km E of Little Lake, CA",earthquake,0.22,0.36,0.125,25,automatic,ci,ci
2019-07-30T02:59:42.480Z,35.6146667,-117.601,4.18,1.06,ml,13,95,0.08953,0.12,ci,ci38669231,2019-07-30T03:03:29.195Z,"7km E of Ridgecrest, CA",earthquake,0.28,0.77,0.234,11,automatic,ci,ci
2019-07-30T02:58:00.670Z,35.9016667,-117.8281667,-0.01,0.55,ml,5,131,0.04838,0.21,ci,ci38669223,2019-07-30T03:01:42.618Z,"8km ESE of Little Lake, CA",earthquake,1.3,31.61,0.398,4,automatic,ci,ci
2019-07-30T02:55:00.960Z,35.6545,-117.435,8.82,1.24,ml,26,63,0.01405,0.21,ci,ci38669199,2019-07-30T02:58:43.950Z,"13km SSW of Searles Valley, CA",earthquake,0.39,0.61,0.165,14,automatic,ci,ci
2019-07-30T02:54:30.122Z,60.9292,-150.8124,15.8,1.9,ml,,,,0.93,ak,ak0199ozwqfw,2019-07-31T22:25:52.870Z,"92km N of Redoubt Volcano, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-30T02:54:24.530Z,44.398,-114.9716667,4.27,2.37,ml,13,74,0.927,0.17,mb,mb80354964,2019-07-30T14:31:53.100Z,"60km W of Challis, Idaho",earthquake,0.4,1.03,0.098,13,reviewed,mb,mb
2019-07-30T02:52:52.261Z,36.6513,-116.1226,0,-0.1,ml,10,127.52,0.044,0.187,nn,nn00698142,2019-07-31T02:06:30.832Z,"50km NNW of Pahrump, Nevada",earthquake,,0,0.41,5,reviewed,nn,nn
2019-07-30T02:47:05.180Z,35.9418333,-117.7,2.27,1.65,ml,23,50,0.08001,0.14,ci,ci38669175,2019-07-30T02:50:54.904Z,"19km E of Little Lake, CA",earthquake,0.2,0.34,0.165,26,automatic,ci,ci
2019-07-30T02:46:29.420Z,33.9785,-117.1751667,13.78,1.4,ml,75,31,0.0311,0.2,ci,ci38669167,2019-07-31T18:33:10.730Z,"8km NE of Moreno Valley, CA",earthquake,0.17,0.33,0.11,47,reviewed,ci,ci
2019-07-30T02:41:11.076Z,59.315,-153.6739,112.6,1.5,ml,,,,0.7,ak,ak0199oztwi4,2019-07-30T02:46:41.015Z,"85km SE of Old Iliamna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-07-30T02:38:42.760Z,36.0445,-117.8273333,8.39,1.11,ml,11,165,0.05387,0.31,ci,ci38669151,2019-07-30T02:42:20.854Z,"11km E of Coso Junction, CA",earthquake,1.04,1.18,0.207,11,automatic,ci,ci
2019-07-30T02:37:40.720Z,35.8453333,-117.6378333,14.25,0.76,ml,12,115,0.04411,0.26,ci,ci38669143,2019-07-30T02:41:16.847Z,"23km WNW of Searles Valley, CA",earthquake,0.69,1.08,0.08,4,automatic,ci,ci
2019-07-30T02:30:59.634Z,59.4563,-152.431,83.4,1.5,ml,,,,0.27,ak,ak0199ozrnhn,2019-07-30T02:34:48.130Z,"49km SW of Anchor Point, Alaska",earthquake,,1,,,automatic,ak,ak
2019-07-30T02:27:00.500Z,35.6855,-117.5178333,9.47,0.96,ml,14,119,0.07585,0.17,ci,ci38669103,2019-07-30T02:30:40.331Z,"14km SW of Searles Valley, CA",earthquake,0.44,0.86,0.115,11,automatic,ci,ci
2019-07-30T02:25:21.440Z,36.1315,-117.8615,4.68,1.46,ml,16,205,0.0149,0.2,ci,ci38669095,2019-07-30T02:29:10.778Z,"12km NE of Coso Junction, CA",earthquake,0.51,0.57,0.297,20,automatic,ci,ci
2019-07-30T02:24:19.870Z,38.8091667,-122.7923333,3.04,0.23,md,22,74,0.002611,0.05,nc,nc73238176,2019-08-02T16:16:02.826Z,"5km NW of The Geysers, CA",earthquake,0.24,0.3,,1,reviewed,nc,nc
2019-07-30T02:22:06.300Z,38.8055,-122.8253333,2.97,0.27,md,12,100,0.004509,0.06,nc,nc73238171,2019-08-02T23:18:03.123Z,"7km WNW of The Geysers, CA",earthquake,0.39,0.74,,1,reviewed,nc,nc
2019-07-30T02:20:59.140Z,44.4066667,-114.9765,2.79,2.35,ml,12,73,0.937,0.15,mb,mb80354959,2019-07-30T14:48:56.530Z,"60km W of Challis, Idaho",earthquake,0.44,1.7,0.27,9,reviewed,mb,mb
2019-07-30T02:18:35.800Z,35.6401667,-117.4685,5.67,1.07,ml,20,57,0.04419,0.15,ci,ci38669079,2019-07-30T02:22:20.806Z,"15km SSW of Searles Valley, CA",earthquake,0.29,0.52,0.201,13,automatic,ci,ci
2019-07-30T02:18:32.215Z,38.7181,-119.7353,13.6,0.6,ml,4,160.59,0.147,0.0651,nn,nn00698121,2019-07-30T14:01:56.194Z,"18km S of Gardnerville Ranchos, Nevada",earthquake,,10.6,0,1,reviewed,nn,nn
2019-07-30T02:17:52.480Z,35.6465,-117.4408333,8.09,1.24,ml,23,78,0.02325,0.2,ci,ci38669071,2019-07-30T02:21:37.164Z,"14km SSW of Searles Valley, CA",earthquake,0.4,0.64,0.143,16,automatic,ci,ci
2019-07-30T02:14:08.439Z,61.3764,-150.1019,39.7,1.3,ml,,,,0.23,ak,ak0199ozo433,2019-07-30T02:25:36.059Z,"17km SSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-07-30T02:11:06.960Z,38.7946663,-122.7826691,3.39,1.13,md,29,73,,0.04,nc,nc73238161,2019-07-30T04:47:03.044Z,"3km NW of The Geysers, CA",earthquake,0.25,0.47,0.15,7,automatic,nc,nc
2019-07-30T02:06:57.610Z,35.903,-117.6935,2.36,0.74,ml,12,77,0.08135,0.24,ci,ci38669047,2019-07-30T02:10:31.049Z,"20km E of Little Lake, CA",earthquake,0.38,0.6,0.061,6,automatic,ci,ci
2019-07-30T02:04:45.970Z,32.4963333,-115.5843333,11.02,1.95,ml,23,149,0.1792,0.24,ci,ci38669039,2019-07-30T20:37:12.487Z,"9km S of Progreso, B.C., MX",earthquake,0.46,0.84,0.179,36,reviewed,ci,ci
2019-07-30T02:01:30.820Z,35.7946667,-117.619,6.38,1.68,ml,30,53,0.02734,0.16,ci,ci38669031,2019-07-30T02:12:10.910Z,"20km W of Searles Valley, CA",earthquake,0.21,0.52,0.162,26,automatic,ci,ci
2019-07-30T01:56:08.110Z,35.9311667,-117.7058333,7.08,0.61,ml,12,81,0.08463,0.27,ci,ci38669015,2019-07-30T01:59:38.760Z,"18km E of Little Lake, CA",earthquake,0.67,1.8,0.168,6,automatic,ci,ci
2019-07-30T01:44:13.540Z,36.0781667,-117.855,2.78,2.09,ml,19,94,0.03933,0.09,ci,ci38668991,2019-07-30T01:47:55.457Z,"9km ENE of Coso Junction, CA",earthquake,0.22,0.48,0.204,25,automatic,ci,ci
2019-07-30T01:43:51.400Z,36.0778333,-117.8505,2.39,1.63,ml,17,124,0.03982,0.11,ci,ci38668983,2019-07-30T01:47:36.455Z,"10km ENE of Coso Junction, CA",earthquake,0.21,0.23,0.25,26,automatic,ci,ci
2019-07-30T01:43:16.900Z,35.9245,-117.6985,1.97,0.95,ml,12,100,0.07935,0.13,ci,ci38668967,2019-07-30T01:46:47.448Z,"19km E of Little Lake, CA",earthquake,0.28,0.38,0.166,12,automatic,ci,ci
2019-07-30T01:42:33.150Z,35.9361667,-120.4941667,9.36,0.1,md,18,80,0.01851,0.06,nc,nc73238141,2019-08-02T01:45:06.882Z,"7km NW of Parkfield, CA",earthquake,0.58,0.86,0.103,2,reviewed,nc,nc
2019-07-30T01:39:13.140Z,35.9471667,-120.4906667,7.82,-0.06,md,12,72,0.01027,0.04,nc,nc73238166,2019-08-03T01:19:44.114Z,"8km NW of Parkfield, CA",earthquake,0.51,0.69,,1,reviewed,nc,nc
2019-07-30T01:34:50.670Z,35.9673333,-117.6745,2.46,1.27,ml,15,60,0.06697,0.21,ci,ci38668959,2019-07-30T01:38:27.243Z,"21km E of Little Lake, CA",earthquake,0.4,0.48,0.155,15,automatic,ci,ci
2019-07-30T01:32:48.670Z,35.8516667,-117.6925,4.47,2.29,ml,32,47,0.07287,0.2,ci,ci38668951,2019-07-30T01:43:59.900Z,"22km ESE of Little Lake, CA",earthquake,0.23,0.6,0.117,25,automatic,ci,ci
2019-07-30T01:28:25.560Z,35.6266667,-117.6041667,7.88,1.28,ml,20,86,0.02893,0.18,ci,ci38668943,2019-07-30T01:32:08.260Z,"6km E of Ridgecrest, CA",earthquake,0.34,0.71,0.161,19,automatic,ci,ci
2019-07-30T01:26:05.660Z,35.6875,-117.49,5.28,1.16,ml,18,112,0.05843,0.21,ci,ci38668927,2019-07-30T01:29:51.522Z,"12km SW of Searles Valley, CA",earthquake,0.46,0.73,0.226,12,automatic,ci,ci
2019-07-30T01:24:48.530Z,35.6118333,-117.5896667,6.46,1.6,ml,24,59,0.0196,0.2,ci,ci38668919,2019-07-30T01:28:20.089Z,"8km E of Ridgecrest, CA",earthquake,0.31,0.79,0.225,23,automatic,ci,ci
2019-07-30T01:22:39.508Z,2.5378,98.9383,145.79,4.5,mb,,73,0.155,0.7,us,us60004x81,2019-07-30T21:57:14.040Z,"13km S of Parapat, Indonesia",earthquake,6.7,4.3,0.079,46,reviewed,us,us
2019-07-30T01:22:34.260Z,35.6596667,-117.503,3.33,1.25,ml,12,98,0.0605,0.15,ci,ci37422301,2019-07-30T15:29:17.935Z,"15km SW of Searles Valley, CA",earthquake,0.22,0.25,0.087,3,reviewed,ci,ci
2019-07-30T01:22:22.010Z,36.079,-117.86,3.43,1.88,ml,34,54,0.03872,0.23,ci,ci38668903,2019-07-30T15:26:03.924Z,"9km ENE of Coso Junction, CA",earthquake,0.26,0.5,0.173,27,reviewed,ci,ci
2019-07-30T01:21:27.631Z,-20.9902,-178.8432,613.56,5.3,mb,,96,4.359,0.62,us,us60004x80,2019-07-30T01:33:54.040Z,"40km SSW of Ndoi Island, Fiji",earthquake,11.2,6.2,0.105,30,reviewed,us,us
2019-07-30T01:11:40.789Z,35.12983333,-95.34333333,5,2.28,ml,34,131,0.8611310167,0.23,ok,ok2019otua,2019-07-30T13:36:29.733Z,"2km ENE of Quinton, Oklahoma",earthquake,,1.6,0.17,6,reviewed,ok,ok
2019-07-30T01:10:17.050Z,35.7038333,-117.5446667,2.26,1.07,ml,15,122,0.08401,0.23,ci,ci38668887,2019-07-30T01:14:00.353Z,"14km WSW of Searles Valley, CA",earthquake,0.47,0.61,0.158,12,automatic,ci,ci
2019-07-30T01:05:38.790Z,35.8791656,-117.6931686,9.26,1.45,ml,19,60,0.09143,0.13,ci,ci38668879,2019-07-30T01:09:16.170Z,"20km ESE of Little Lake, CA",earthquake,0.33,0.93,0.251,4,automatic,ci,ci
2019-07-30T01:04:03.820Z,35.6111667,-117.4615,7.32,1.54,ml,24,45,0.02462,0.21,ci,ci38668871,2019-07-30T01:07:50.160Z,"18km SSW of Searles Valley, CA",earthquake,0.34,0.52,0.205,20,automatic,ci,ci
2019-07-30T01:03:49.600Z,35.8190002,-117.6449966,5.89,0.93,ml,12,79,0.03873,0.15,ci,ci38668863,2019-07-30T01:07:24.156Z,"22km N of Ridgecrest, CA",earthquake,0.51,1.14,0.405,3,automatic,ci,ci
2019-07-30T01:02:23.850Z,35.6451667,-117.4731667,2.72,1.48,ml,21,79,0.04495,0.15,ci,ci38668855,2019-07-30T01:06:15.152Z,"15km SSW of Searles Valley, CA",earthquake,0.26,0.28,0.155,19,automatic,ci,ci
2019-07-30T00:51:35.154Z,66.2329,-158.569,14.6,1.2,ml,,,,0.47,ak,ak0199oyp8ff,2019-07-30T00:56:20.724Z,"106km SW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-30T00:48:21.480Z,33.7063333,-117.4256667,5.36,1.4,ml,59,42,0.04736,0.2,ci,ci38668839,2019-07-30T20:54:49.192Z,"10km WNW of Lake Elsinore, CA",earthquake,0.16,0.29,0.12,41,reviewed,ci,ci
2019-07-30T00:48:13.830Z,35.9053333,-117.681,1.93,1.2,ml,15,70,0.07114,0.19,ci,ci38668831,2019-07-30T00:51:45.827Z,"21km E of Little Lake, CA",earthquake,0.28,0.5,0.146,14,automatic,ci,ci
2019-07-30T00:46:57.910Z,35.7631667,-117.5718333,7.99,1.32,ml,17,134,0.05646,0.17,ci,ci38668823,2019-07-30T00:50:43.784Z,"15km W of Searles Valley, CA",earthquake,0.36,0.83,0.146,16,automatic,ci,ci
2019-07-30T00:41:25.230Z,35.9078333,-117.732,1.84,1.29,ml,16,55,0.08097,0.16,ci,ci38668799,2019-07-30T00:45:11.561Z,"16km ESE of Little Lake, CA",earthquake,0.28,0.42,0.126,20,automatic,ci,ci
2019-07-30T00:40:57.430Z,36.026,-117.4521667,-0.09,1.4,ml,8,171,0.2407,0.26,ci,ci38668791,2019-07-30T00:44:55.995Z,"29km N of Searles Valley, CA",earthquake,1.57,31.61,0.409,9,automatic,ci,ci
2019-07-30T00:34:11.350Z,35.8651667,-117.655,2.46,0.97,ml,13,101,0.06793,0.09,ci,ci38668759,2019-07-30T00:37:50.779Z,"24km ESE of Little Lake, CA",earthquake,0.18,0.29,0.139,9,automatic,ci,ci
2019-07-30T00:32:13.490Z,39.1813333,-123.3701667,5.13,1.43,md,13,57,0.05895,0.05,nc,nc73238116,2019-08-02T01:19:02.678Z,"14km WNW of Ukiah, CA",earthquake,0.19,0.57,0.21,12,reviewed,nc,nc
2019-07-30T00:28:15.840Z,33.8303337,-116.7661667,17.44,0.83,ml,25,89,0.1244,0.15,ci,ci38668727,2019-07-30T00:31:59.884Z,"10km SSE of Cabazon, CA",earthquake,0.36,0.75,0.322,6,automatic,ci,ci
2019-07-30T00:26:03.790Z,47.4698333,-114.1956667,14.52,1.47,ml,17,56,0.139,0.12,mb,mb80354954,2019-07-30T14:41:12.890Z,"9km SW of Ronan, Montana",earthquake,0.28,0.83,0.169,5,reviewed,mb,mb
2019-07-30T00:25:54.870Z,51.9446667,178.5065,7.3,-0.1,ml,4,263,0.004738,0.1,av,av62055901,2019-08-01T15:11:00.790Z,"0km SSE of Little Sitkin Island, Alaska",earthquake,1.52,0.7,0.17,4,reviewed,av,av
2019-07-30T00:22:02.960Z,35.9521667,-117.3495,2.84,1.53,ml,20,87,0.08135,0.19,ci,ci38668719,2019-07-30T00:25:48.844Z,"21km N of Trona, CA",earthquake,0.39,0.62,0.089,19,automatic,ci,ci
2019-07-30T00:14:08.510Z,35.8706665,-117.7038345,4.19,1.59,ml,25,48,0.07938,0.12,ci,ci38668703,2019-07-30T00:17:56.788Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.56,0.225,4,automatic,ci,ci
2019-07-30T00:11:39.710Z,35.873,-117.7106667,2.5,0.83,ml,7,121,0.1082,0.08,ci,ci38668687,2019-07-30T00:15:09.802Z,"19km ESE of Little Lake, CA",earthquake,0.42,0.74,0.266,6,automatic,ci,ci
2019-07-30T00:07:56.670Z,33.2273333,-116.739,9.92,1.07,ml,42,31,0.01867,0.18,ci,ci38668671,2019-07-30T00:11:40.744Z,"3km SE of Lake Henshaw, CA",earthquake,0.21,0.55,0.133,26,automatic,ci,ci
2019-07-30T00:07:46.238Z,60.4583,-151.6949,56.3,0.9,ml,,,,0.45,ak,ak0199oyftrt,2019-07-30T00:12:21.387Z,"22km WNW of Kalifornsky, Alaska",earthquake,,1.8,,,automatic,ak,ak
2019-07-29T23:59:09.450Z,35.7223333,-117.565,9.52,1.52,ml,26,73,0.09688,0.18,ci,ci38668639,2019-07-30T00:03:00.698Z,"15km NE of Ridgecrest, CA",earthquake,0.29,0.73,0.119,22,automatic,ci,ci
2019-07-29T23:58:23.610Z,33.5828333,-116.8066667,6.3,0.59,ml,17,69,0.03715,0.14,ci,ci38668623,2019-07-30T00:02:02.696Z,"13km WNW of Anza, CA",earthquake,0.43,0.39,0.122,17,automatic,ci,ci
2019-07-29T23:55:07.510Z,62.4348,-149.7902,0,2.5,ml,,,,0.91,ak,ak0199novno3,2019-07-30T00:30:02.040Z,"20km NE of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-29T23:47:54.990Z,35.5971667,-117.5981667,4.18,2.03,ml,30,43,0.0343,0.17,ci,ci38668607,2019-07-29T23:58:19.840Z,"8km ESE of Ridgecrest, CA",earthquake,0.22,0.52,0.149,25,automatic,ci,ci
2019-07-29T23:45:35.090Z,35.6469994,-117.4426651,4.07,1.34,ml,15,93,0.06243,0.16,ci,ci38668599,2019-07-29T23:49:16.620Z,"14km SSW of Searles Valley, CA",earthquake,0.41,0.89,0.147,6,automatic,ci,ci
2019-07-29T23:43:50.560Z,35.7983333,-117.6118333,12.98,0.94,ml,13,93,0.02091,0.2,ci,ci38668583,2019-07-29T23:47:22.221Z,"19km W of Searles Valley, CA",earthquake,0.53,0.71,0.103,10,automatic,ci,ci
2019-07-29T23:41:17.000Z,58.187,-155.2953333,1.58,-0.8,ml,4,218,0.02887,0.01,av,av70841609,2019-07-31T20:40:03.490Z,"97km SE of King Salmon, Alaska",earthquake,0.49,0.55,0.14,4,reviewed,av,av
2019-07-29T23:37:33.102Z,66.2842,-157.2011,9.6,1.2,ml,,,,0.39,ak,ak0199noruok,2019-07-29T23:45:31.245Z,"70km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-29T23:33:00.940Z,35.8313333,-117.6671667,5.78,0.93,ml,16,73,0.05871,0.18,ci,ci38668559,2019-07-29T23:36:47.346Z,"23km N of Ridgecrest, CA",earthquake,0.3,0.94,0.128,11,automatic,ci,ci
2019-07-29T23:25:37.239Z,39.1038,-119.8647,10,0.8,ml,10,119.62,0.087,0.1449,nn,nn00698050,2019-07-30T02:06:52.115Z,"7km WNW of Indian Hills, Nevada",earthquake,,1.7,1.08,6,reviewed,nn,nn
2019-07-29T23:24:59.610Z,36.4916667,-119.9646667,25.51,2.41,md,28,134,0.3858,0.16,nc,nc73238096,2019-07-31T05:41:03.067Z,"6km NNW of Lanare, CA",earthquake,0.66,2.68,0.225,23,reviewed,nc,nc
2019-07-29T23:19:14.190Z,35.8251667,-117.636,6.19,3.53,ml,57,21,0.03267,0.16,ci,ci38668511,2019-07-30T23:21:11.379Z,"22km WNW of Searles Valley, CA",earthquake,0.11,0.32,0.15,98,reviewed,ci,ci
2019-07-29T23:18:12.614Z,38.4441,-119.3662,6.1,0.9,ml,4,211.21,0.083,0.1666,nn,nn00698049,2019-07-30T02:06:47.787Z,"24km NNW of Bridgeport, California",earthquake,,15.2,0.2,3,reviewed,nn,nn
